video_id,video_title,channel_name,category,publish_date,views,likes,comments,duration_seconds,country,is_trending,engagement_rate
VID_649,Trending Video 649,Channel_110,News,2023-01-28 00:00:00,23455826,472277,2062,1971,Australia,Yes,8.29
VID_650,Trending Video 650,Channel_523,Vlogs,2023-01-28 01:00:00,28826328,867353,11286,1231,India,Yes,4.11
VID_651,Trending Video 651,Channel_130,Gaming,2023-01-28 02:00:00,7356668,1864274,254645,240,UK,Yes,1.56
VID_652,Trending Video 652,Channel_235,Sports,2023-01-28 03:00:00,6875298,1031292,223283,810,USA,No,3.89
VID_653,Trending Video 653,Channel_728,News,2023-01-28 04:00:00,28015369,494830,188519,1068,USA,Yes,6.23
VID_654,Trending Video 654,Channel_712,Sports,2023-01-28 05:00:00,12097084,988523,96876,635,India,Yes,0.84
VID_655,Trending Video 655,Channel_301,Education,2023-01-28 06:00:00,9010528,1634834,260216,2300,Pakistan,Yes,5.7
VID_656,Trending Video 656,Channel_346,Education,2023-01-28 07:00:00,36250154,178320,187250,1176,Pakistan,Yes,6.56
VID_657,Trending Video 657,Channel_336,Vlogs,2023-01-28 08:00:00,23043674,1916783,290006,1992,Canada,Yes,2.13
VID_658,Trending Video 658,Channel_450,Music,2023-01-28 09:00:00,6645273,707619,167827,574,Pakistan,No,3.21
VID_659,Trending Video 659,Channel_773,Entertainment,2023-01-28 10:00:00,5602857,1612192,23068,1099,India,No,12.33
VID_660,Trending Video 660,Channel_5,Entertainment,2023-01-28 11:00:00,44888612,315250,269285,1601,USA,Yes,10.53
VID_661,Trending Video 661,Channel_234,Gaming,2023-01-28 12:00:00,39646432,700030,30861,214,India,No,5.89
VID_662,Trending Video 662,Channel_126,Sports,2023-01-28 13:00:00,45406761,1676127,23213,959,Canada,No,0.73
VID_663,Trending Video 663,Channel_195,Tech,2023-01-28 14:00:00,41320073,23925,151542,1878,Australia,Yes,13.13
VID_664,Trending Video 664,Channel_66,Gaming,2023-01-28 15:00:00,14307748,1873667,41699,3191,India,Yes,4.18
VID_665,Trending Video 665,Channel_274,News,2023-01-28 16:00:00,2022979,1253329,258437,2068,Canada,No,12.79
VID_666,Trending Video 666,Channel_101,Music,2023-01-28 17:00:00,34233184,42174,212934,233,Canada,Yes,6.75
VID_667,Trending Video 667,Channel_285,Tech,2023-01-28 18:00:00,5305961,425385,259824,1328,Canada,No,7.72
VID_668,Trending Video 668,Channel_515,Vlogs,2023-01-28 19:00:00,6457047,1050411,113474,1857,Canada,No,14.24
VID_669,Trending Video 669,Channel_23,Music,2023-01-28 20:00:00,38223191,246743,292812,2920,USA,No,7.74
VID_670,Trending Video 670,Channel_476,Sports,2023-01-28 21:00:00,4468007,806009,30042,2326,India,No,2.92
VID_671,Trending Video 671,Channel_605,Entertainment,2023-01-28 22:00:00,40802218,160900,42295,3097,Canada,No,11.73
VID_672,Trending Video 672,Channel_291,News,2023-01-28 23:00:00,6455305,486181,71995,1187,UK,Yes,11.5
VID_673,Trending Video 673,Channel_489,Gaming,2023-01-29 00:00:00,47972319,1794650,66824,112,Canada,No,9.26
VID_674,Trending Video 674,Channel_780,Education,2023-01-29 01:00:00,45296557,584099,49898,3092,Australia,Yes,5.97
VID_675,Trending Video 675,Channel_158,Vlogs,2023-01-29 02:00:00,7381735,1524495,32714,101,Pakistan,Yes,5.8
VID_676,Trending Video 676,Channel_210,Music,2023-01-29 03:00:00,35181633,1395830,98948,2007,Pakistan,Yes,1.57
VID_677,Trending Video 677,Channel_5,Gaming,2023-01-29 04:00:00,26274341,1429943,38362,3556,Canada,Yes,14.5
VID_678,Trending Video 678,Channel_574,Gaming,2023-01-29 05:00:00,16374708,1896032,122577,1326,India,Yes,12.9
VID_679,Trending Video 679,Channel_303,Gaming,2023-01-29 06:00:00,9333759,311908,105841,2720,Australia,Yes,13.31
VID_680,Trending Video 680,Channel_223,News,2023-01-29 07:00:00,49249047,251197,168673,314,UK,No,9.8
VID_681,Trending Video 681,Channel_674,Tech,2023-01-29 08:00:00,2389980,766597,32991,2663,Canada,Yes,0.77
VID_682,Trending Video 682,Channel_722,Sports,2023-01-29 09:00:00,5548092,544700,204971,2959,UK,Yes,10.16
VID_683,Trending Video 683,Channel_58,Education,2023-01-29 10:00:00,9436557,1789540,169166,272,India,Yes,10.05
VID_684,Trending Video 684,Channel_361,News,2023-01-29 11:00:00,503226,291498,205005,648,Australia,Yes,5.23
VID_685,Trending Video 685,Channel_452,Gaming,2023-01-29 12:00:00,40756624,1835568,244901,2901,Pakistan,No,10.9
VID_686,Trending Video 686,Channel_215,Sports,2023-01-29 13:00:00,36152718,706569,183282,3129,Canada,Yes,3.33
VID_687,Trending Video 687,Channel_576,Entertainment,2023-01-29 14:00:00,34705049,854746,193363,2000,Australia,Yes,14.07
VID_688,Trending Video 688,Channel_762,Entertainment,2023-01-29 15:00:00,26189427,718046,235470,1398,Pakistan,Yes,7.21
VID_689,Trending Video 689,Channel_91,Tech,2023-01-29 16:00:00,44597546,580800,175298,851,Australia,Yes,1.74
VID_690,Trending Video 690,Channel_471,Education,2023-01-29 17:00:00,39178895,64753,165658,1504,UK,Yes,4.59
VID_691,Trending Video 691,Channel_438,Education,2023-01-29 18:00:00,28588395,660998,179573,219,Pakistan,Yes,1.78
VID_692,Trending Video 692,Channel_600,Education,2023-01-29 19:00:00,33595527,1834178,24105,665,UK,Yes,9.34
VID_693,Trending Video 693,Channel_172,Vlogs,2023-01-29 20:00:00,2954172,660310,96178,1080,UK,No,2.91
VID_694,Trending Video 694,Channel_183,Vlogs,2023-01-29 21:00:00,1179900,1940625,173572,3121,USA,Yes,9.81
VID_695,Trending Video 695,Channel_140,Vlogs,2023-01-29 22:00:00,20461430,1549890,152431,2830,Australia,Yes,14.89
VID_696,Trending Video 696,Channel_395,Music,2023-01-29 23:00:00,25158168,1948457,282018,1038,India,No,10.34
VID_697,Trending Video 697,Channel_90,Tech,2023-01-30 00:00:00,35327151,580902,187670,1307,Canada,No,5.95
VID_698,Trending Video 698,Channel_160,Education,2023-01-30 01:00:00,36480416,467087,204387,1318,USA,No,11.54
VID_699,Trending Video 699,Channel_605,Gaming,2023-01-30 02:00:00,32613601,1267100,37336,37,Canada,Yes,4.43
VID_700,Trending Video 700,Channel_684,Education,2023-01-30 03:00:00,15217602,1449449,32571,1117,Pakistan,No,11.71
VID_701,Trending Video 701,Channel_547,Sports,2023-01-30 04:00:00,32613468,1535593,227526,1619,UK,No,10.92
VID_702,Trending Video 702,Channel_15,Tech,2023-01-30 05:00:00,219266,1819736,136242,1826,USA,Yes,8.15
VID_703,Trending Video 703,Channel_138,Tech,2023-01-30 06:00:00,42471096,86964,107412,813,Pakistan,No,2.45
VID_704,Trending Video 704,Channel_280,Gaming,2023-01-30 07:00:00,32771689,619178,116271,3156,India,Yes,8.02
VID_705,Trending Video 705,Channel_491,Tech,2023-01-30 08:00:00,45551261,1797331,126700,2464,Pakistan,No,0.51
VID_706,Trending Video 706,Channel_657,Education,2023-01-30 09:00:00,29574489,1289864,44865,2325,Canada,Yes,7.63
VID_707,Trending Video 707,Channel_206,Gaming,2023-01-30 10:00:00,35315197,1829499,143089,306,Canada,Yes,14.95
VID_708,Trending Video 708,Channel_108,Vlogs,2023-01-30 11:00:00,22002425,10974,230755,2481,UK,No,10.84
VID_709,Trending Video 709,Channel_134,Entertainment,2023-01-30 12:00:00,7835489,1757335,136455,3212,USA,Yes,7.08
VID_710,Trending Video 710,Channel_116,Tech,2023-01-30 13:00:00,30998368,757059,39952,2730,India,Yes,10.41
VID_711,Trending Video 711,Channel_304,Tech,2023-01-30 14:00:00,23548202,138464,131516,2156,India,Yes,5.54
VID_712,Trending Video 712,Channel_206,Entertainment,2023-01-30 15:00:00,19510204,1705003,18230,3054,Canada,Yes,5.61
VID_713,Trending Video 713,Channel_99,Tech,2023-01-30 16:00:00,4467262,618588,250435,2943,Australia,No,14.02
VID_714,Trending Video 714,Channel_609,Vlogs,2023-01-30 17:00:00,39065692,590923,114515,3013,Canada,Yes,9.02
VID_715,Trending Video 715,Channel_149,News,2023-01-30 18:00:00,12862900,1903185,10329,2204,India,Yes,2.84
VID_716,Trending Video 716,Channel_634,Education,2023-01-30 19:00:00,7747517,1744763,70799,903,Australia,No,6.84
VID_717,Trending Video 717,Channel_271,Vlogs,2023-01-30 20:00:00,13507768,955479,65264,1824,UK,Yes,5.92
VID_718,Trending Video 718,Channel_20,Gaming,2023-01-30 21:00:00,21027456,1462867,144307,3417,Pakistan,No,1.28
VID_719,Trending Video 719,Channel_457,Entertainment,2023-01-30 22:00:00,48052818,986679,124415,3132,India,Yes,9.4
VID_720,Trending Video 720,Channel_703,Sports,2023-01-30 23:00:00,48927450,1588407,283289,2513,Australia,Yes,6.16
VID_721,Trending Video 721,Channel_496,Gaming,2023-01-31 00:00:00,13185378,1885888,154129,2993,India,Yes,12.1
VID_722,Trending Video 722,Channel_64,Sports,2023-01-31 01:00:00,11568594,1369684,206550,860,Pakistan,Yes,12.77
VID_723,Trending Video 723,Channel_469,Education,2023-01-31 02:00:00,10395879,1945068,185211,2852,India,Yes,10.04
VID_724,Trending Video 724,Channel_267,Gaming,2023-01-31 03:00:00,31230509,1213890,192427,976,Australia,Yes,4.97
VID_725,Trending Video 725,Channel_396,Education,2023-01-31 04:00:00,38289767,1532900,286342,656,Canada,No,13.36
VID_726,Trending Video 726,Channel_18,Entertainment,2023-01-31 05:00:00,23593153,1790976,257621,3110,UK,Yes,6.75
VID_727,Trending Video 727,Channel_259,Sports,2023-01-31 06:00:00,25015342,1435273,191847,1184,Australia,Yes,1.48
VID_728,Trending Video 728,Channel_723,Gaming,2023-01-31 07:00:00,2487683,388635,122686,693,Canada,Yes,2.82
VID_729,Trending Video 729,Channel_608,Education,2023-01-31 08:00:00,10068406,808089,146646,2888,Australia,Yes,13.85
VID_730,Trending Video 730,Channel_414,Education,2023-01-31 09:00:00,23436169,305648,209392,2464,India,Yes,14.6
VID_731,Trending Video 731,Channel_776,Education,2023-01-31 10:00:00,12116128,1419380,135294,2104,India,Yes,3.78
VID_732,Trending Video 732,Channel_5,Vlogs,2023-01-31 11:00:00,9792742,1879766,166579,1550,India,Yes,6.7
VID_733,Trending Video 733,Channel_655,Tech,2023-01-31 12:00:00,8145690,1568531,138,874,India,No,10.03
VID_734,Trending Video 734,Channel_206,Music,2023-01-31 13:00:00,43753196,851989,248523,2973,Pakistan,Yes,10.95
VID_735,Trending Video 735,Channel_361,Music,2023-01-31 14:00:00,15469823,979523,16155,2434,Canada,Yes,1.81
VID_736,Trending Video 736,Channel_90,Sports,2023-01-31 15:00:00,22053775,309164,202690,858,Australia,Yes,8.12
VID_737,Trending Video 737,Channel_278,Education,2023-01-31 16:00:00,25299402,1618609,7862,2424,Australia,Yes,12.92
VID_738,Trending Video 738,Channel_788,Sports,2023-01-31 17:00:00,18799490,1019309,226750,766,USA,Yes,5.58
VID_739,Trending Video 739,Channel_352,Vlogs,2023-01-31 18:00:00,49202437,1462930,205044,2232,Canada,Yes,12.2
VID_740,Trending Video 740,Channel_504,Sports,2023-01-31 19:00:00,36699667,1549085,206748,3098,Pakistan,Yes,4.96
VID_741,Trending Video 741,Channel_689,Music,2023-01-31 20:00:00,3357049,1210373,59984,148,India,No,14.29
VID_742,Trending Video 742,Channel_599,Gaming,2023-01-31 21:00:00,38538406,1757267,30559,2610,UK,No,8.46
VID_743,Trending Video 743,Channel_109,Entertainment,2023-01-31 22:00:00,38537814,1431510,299346,855,UK,Yes,12.28
VID_744,Trending Video 744,Channel_262,Sports,2023-01-31 23:00:00,8399029,606983,166276,2594,Pakistan,Yes,5.18
VID_745,Trending Video 745,Channel_479,Entertainment,2023-02-01 00:00:00,49936983,647227,124555,3131,Australia,No,9.75
VID_746,Trending Video 746,Channel_81,Tech,2023-02-01 01:00:00,10963822,164919,216425,2736,Canada,Yes,9.7
VID_747,Trending Video 747,Channel_770,Sports,2023-02-01 02:00:00,36044793,240676,103031,1650,USA,Yes,10.93
VID_748,Trending Video 748,Channel_399,News,2023-02-01 03:00:00,4232081,638951,136528,3391,UK,Yes,12.05
VID_749,Trending Video 749,Channel_594,Entertainment,2023-02-01 04:00:00,26788016,1176481,59450,2695,UK,Yes,1.07
VID_750,Trending Video 750,Channel_203,News,2023-02-01 05:00:00,19017097,1614252,117970,829,Pakistan,Yes,11.31
VID_751,Trending Video 751,Channel_244,Gaming,2023-02-01 06:00:00,31260953,1848936,25177,3204,Canada,Yes,7.8
VID_752,Trending Video 752,Channel_441,Vlogs,2023-02-01 07:00:00,20615917,599189,174264,3227,USA,Yes,1.53
VID_753,Trending Video 753,Channel_449,Entertainment,2023-02-01 08:00:00,2245993,1481232,20678,420,Australia,Yes,11.35
VID_754,Trending Video 754,Channel_209,Education,2023-02-01 09:00:00,32073486,828526,7784,2685,UK,Yes,5.95
VID_755,Trending Video 755,Channel_657,Gaming,2023-02-01 10:00:00,44980008,1102864,113036,3142,Pakistan,Yes,8.76
VID_756,Trending Video 756,Channel_93,Entertainment,2023-02-01 11:00:00,28575821,1246219,37308,2842,USA,Yes,9.99
VID_757,Trending Video 757,Channel_523,Music,2023-02-01 12:00:00,12121933,1031172,165129,1102,USA,Yes,1.19
VID_758,Trending Video 758,Channel_260,Vlogs,2023-02-01 13:00:00,22100348,1874002,27994,1835,UK,Yes,3.82
VID_759,Trending Video 759,Channel_241,Education,2023-02-01 14:00:00,7780005,1291882,289379,2446,Pakistan,Yes,9.38
VID_760,Trending Video 760,Channel_187,Sports,2023-02-01 15:00:00,39567360,935441,208886,848,USA,Yes,12.81
VID_761,Trending Video 761,Channel_686,Tech,2023-02-01 16:00:00,43357327,1192709,299964,817,UK,No,9.97
VID_762,Trending Video 762,Channel_199,Vlogs,2023-02-01 17:00:00,35998356,1526749,126232,3031,Australia,No,7.08
VID_763,Trending Video 763,Channel_160,Vlogs,2023-02-01 18:00:00,45629240,1361188,187934,3049,Australia,Yes,7.58
VID_764,Trending Video 764,Channel_471,News,2023-02-01 19:00:00,34091627,1139259,287834,348,USA,Yes,12.87
VID_765,Trending Video 765,Channel_690,Sports,2023-02-01 20:00:00,1563890,25997,174290,1508,Australia,Yes,10.97
VID_766,Trending Video 766,Channel_459,Sports,2023-02-01 21:00:00,21883312,19195,202131,1825,Australia,No,0.71
VID_767,Trending Video 767,Channel_130,Sports,2023-02-01 22:00:00,31913001,471185,28018,941,USA,Yes,6.43
VID_768,Trending Video 768,Channel_598,Sports,2023-02-01 23:00:00,29259297,784781,60997,3284,Pakistan,Yes,10.79
VID_769,Trending Video 769,Channel_110,Tech,2023-02-02 00:00:00,44243768,1848490,4749,98,USA,Yes,1.47
VID_770,Trending Video 770,Channel_679,Tech,2023-02-02 01:00:00,20929497,920012,223604,718,Australia,Yes,2.05
VID_771,Trending Video 771,Channel_178,Tech,2023-02-02 02:00:00,20053352,761271,145276,894,India,Yes,13.71
VID_772,Trending Video 772,Channel_689,Gaming,2023-02-02 03:00:00,11385320,1434645,85031,208,India,No,12.07
VID_773,Trending Video 773,Channel_642,Tech,2023-02-02 04:00:00,1500531,853986,193557,3079,USA,Yes,3.9
VID_774,Trending Video 774,Channel_663,Tech,2023-02-02 05:00:00,46641042,673787,172385,3390,Canada,Yes,4.5
VID_775,Trending Video 775,Channel_343,Vlogs,2023-02-02 06:00:00,30001023,1034899,22726,315,UK,Yes,2.57
VID_776,Trending Video 776,Channel_784,News,2023-02-02 07:00:00,8675549,104516,122155,184,UK,Yes,13.99
VID_777,Trending Video 777,Channel_109,Music,2023-02-02 08:00:00,25092502,1359755,74093,612,Canada,No,12.4
VID_778,Trending Video 778,Channel_430,Vlogs,2023-02-02 09:00:00,28748404,1661465,18363,2505,Canada,No,4.23
VID_779,Trending Video 779,Channel_795,News,2023-02-02 10:00:00,39428105,553121,49819,2385,Canada,No,2.76
VID_780,Trending Video 780,Channel_286,Entertainment,2023-02-02 11:00:00,38600248,1303661,204840,2584,India,Yes,7.7
VID_781,Trending Video 781,Channel_51,Entertainment,2023-02-02 12:00:00,14736149,1233984,77958,933,UK,Yes,3.79
VID_782,Trending Video 782,Channel_60,Vlogs,2023-02-02 13:00:00,38295073,1993838,280274,3401,Pakistan,No,2.23
VID_783,Trending Video 783,Channel_164,Education,2023-02-02 14:00:00,23460598,1779721,250218,2145,USA,Yes,1.27
VID_784,Trending Video 784,Channel_99,Vlogs,2023-02-02 15:00:00,25618169,1735298,63486,840,USA,Yes,14.37
VID_785,Trending Video 785,Channel_758,Education,2023-02-02 16:00:00,23318860,1995845,109831,1181,USA,Yes,0.55
VID_786,Trending Video 786,Channel_306,Entertainment,2023-02-02 17:00:00,24217326,1217315,90668,1907,Australia,No,13.04
VID_787,Trending Video 787,Channel_743,Tech,2023-02-02 18:00:00,15341625,162840,299002,3532,USA,Yes,6.27
VID_788,Trending Video 788,Channel_686,Tech,2023-02-02 19:00:00,14836303,1522367,134194,3060,Pakistan,Yes,3.85
VID_789,Trending Video 789,Channel_479,News,2023-02-02 20:00:00,34898339,240217,280260,2744,Australia,Yes,9.22
VID_790,Trending Video 790,Channel_288,Tech,2023-02-02 21:00:00,43311456,1116420,147183,3137,India,No,4.91
VID_791,Trending Video 791,Channel_738,Sports,2023-02-02 22:00:00,25283723,275628,140121,1534,Pakistan,Yes,9.09
VID_792,Trending Video 792,Channel_247,Sports,2023-02-02 23:00:00,11156470,1565169,59472,2717,Pakistan,No,11.96
VID_793,Trending Video 793,Channel_781,News,2023-02-03 00:00:00,24600214,221778,12339,1402,USA,Yes,14.04
VID_794,Trending Video 794,Channel_319,Sports,2023-02-03 01:00:00,26060026,1474576,262586,3565,Pakistan,No,2.65
VID_795,Trending Video 795,Channel_35,Entertainment,2023-02-03 02:00:00,18434761,1779439,14208,562,USA,No,11.49
VID_796,Trending Video 796,Channel_234,Gaming,2023-02-03 03:00:00,46086459,1531806,114917,2160,India,Yes,3.89
VID_797,Trending Video 797,Channel_670,Vlogs,2023-02-03 04:00:00,44239212,1055814,224484,298,Pakistan,No,9.62
VID_798,Trending Video 798,Channel_441,Sports,2023-02-03 05:00:00,14037217,785207,119108,2629,Pakistan,Yes,3.4
VID_799,Trending Video 799,Channel_61,News,2023-02-03 06:00:00,8259495,695210,20843,260,USA,Yes,1.14
VID_800,Trending Video 800,Channel_375,News,2023-02-03 07:00:00,44900706,1170888,54451,3087,Australia,Yes,13.58
VID_801,Trending Video 801,Channel_598,News,2023-02-03 08:00:00,37001356,848315,200447,967,Australia,Yes,2.04
VID_802,Trending Video 802,Channel_240,Education,2023-02-03 09:00:00,10929098,1807356,48605,3492,USA,No,9.92
VID_803,Trending Video 803,Channel_307,Gaming,2023-02-03 10:00:00,46428771,266614,151403,2109,India,Yes,14.64
VID_804,Trending Video 804,Channel_302,Vlogs,2023-02-03 11:00:00,41746182,1271703,189801,987,UK,Yes,10.34
VID_805,Trending Video 805,Channel_149,Sports,2023-02-03 12:00:00,49300086,1656931,274358,673,Canada,Yes,5.98
VID_806,Trending Video 806,Channel_50,Gaming,2023-02-03 13:00:00,23667684,181001,137440,1889,UK,Yes,3.95
VID_807,Trending Video 807,Channel_287,Vlogs,2023-02-03 14:00:00,22762922,1043635,173031,1266,UK,Yes,1.67
VID_808,Trending Video 808,Channel_331,Education,2023-02-03 15:00:00,17687200,754068,140171,1541,India,No,10.25
VID_809,Trending Video 809,Channel_456,Education,2023-02-03 16:00:00,6308456,1351426,235021,2124,India,Yes,4.12
VID_810,Trending Video 810,Channel_619,Music,2023-02-03 17:00:00,2945850,1107787,210546,2063,USA,No,13.53
VID_811,Trending Video 811,Channel_628,Tech,2023-02-03 18:00:00,27801081,1083502,62667,3242,Pakistan,Yes,14.83
VID_812,Trending Video 812,Channel_519,Music,2023-02-03 19:00:00,42487005,64619,165751,88,UK,Yes,0.53
VID_813,Trending Video 813,Channel_717,Vlogs,2023-02-03 20:00:00,33977348,954904,109699,1570,Canada,No,12.07
VID_814,Trending Video 814,Channel_334,Gaming,2023-02-03 21:00:00,31477402,121996,277647,1911,Canada,Yes,8.34
VID_815,Trending Video 815,Channel_317,Vlogs,2023-02-03 22:00:00,5669717,157217,190659,2961,USA,Yes,1.23
VID_816,Trending Video 816,Channel_650,Sports,2023-02-03 23:00:00,23736433,459946,283284,1823,Pakistan,Yes,1.26
VID_817,Trending Video 817,Channel_551,Gaming,2023-02-04 00:00:00,34701631,1260990,26405,1659,India,Yes,12.92
VID_818,Trending Video 818,Channel_448,Sports,2023-02-04 01:00:00,27479548,1203892,122018,1114,UK,No,13.26
VID_819,Trending Video 819,Channel_75,Gaming,2023-02-04 02:00:00,28877505,1544875,116746,2534,Pakistan,Yes,4.71
VID_820,Trending Video 820,Channel_445,Education,2023-02-04 03:00:00,41216723,467652,255073,2046,Australia,Yes,9.46
VID_821,Trending Video 821,Channel_510,News,2023-02-04 04:00:00,17193376,1159363,111640,1653,India,No,9.29
VID_822,Trending Video 822,Channel_316,Music,2023-02-04 05:00:00,21239814,485375,61276,563,India,Yes,5.63
VID_823,Trending Video 823,Channel_131,Vlogs,2023-02-04 06:00:00,18264593,705863,93684,512,Australia,Yes,2.88
VID_824,Trending Video 824,Channel_186,Entertainment,2023-02-04 07:00:00,1223220,1971775,36748,2789,Canada,Yes,0.77
VID_825,Trending Video 825,Channel_87,Tech,2023-02-04 08:00:00,15270913,1965221,43410,1001,USA,No,7.29
VID_826,Trending Video 826,Channel_659,Entertainment,2023-02-04 09:00:00,17438063,1918933,66039,161,India,Yes,12.41
VID_827,Trending Video 827,Channel_662,Education,2023-02-04 10:00:00,33021503,1797252,89424,2402,Pakistan,No,10.35
VID_828,Trending Video 828,Channel_683,Music,2023-02-04 11:00:00,22421307,1401810,135387,1882,UK,Yes,9.2
VID_829,Trending Video 829,Channel_204,Sports,2023-02-04 12:00:00,28254848,1092078,61208,2485,Australia,Yes,0.88
VID_830,Trending Video 830,Channel_36,Education,2023-02-04 13:00:00,17359188,1959610,88790,86,UK,No,8.06
VID_831,Trending Video 831,Channel_542,Education,2023-02-04 14:00:00,33543444,1285299,82297,1286,India,No,2.0
VID_832,Trending Video 832,Channel_47,Entertainment,2023-02-04 15:00:00,48168354,1526206,38664,48,India,Yes,14.19
VID_833,Trending Video 833,Channel_493,Entertainment,2023-02-04 16:00:00,8765646,1426736,172725,113,Pakistan,No,3.77
VID_834,Trending Video 834,Channel_85,Education,2023-02-04 17:00:00,45473416,323434,89298,429,India,Yes,14.99
VID_835,Trending Video 835,Channel_207,Vlogs,2023-02-04 18:00:00,22651256,499527,56633,1654,Canada,Yes,8.21
VID_836,Trending Video 836,Channel_335,Entertainment,2023-02-04 19:00:00,37785710,359830,32194,925,Canada,Yes,10.55
VID_837,Trending Video 837,Channel_475,Vlogs,2023-02-04 20:00:00,33822778,300505,272230,773,Pakistan,Yes,10.1
VID_838,Trending Video 838,Channel_225,Education,2023-02-04 21:00:00,23594090,1956061,84741,1424,UK,No,11.3
VID_839,Trending Video 839,Channel_261,Education,2023-02-04 22:00:00,36870672,1423606,30908,970,Australia,No,12.79
VID_840,Trending Video 840,Channel_106,Vlogs,2023-02-04 23:00:00,16728907,768934,34024,2976,Australia,Yes,2.85
VID_841,Trending Video 841,Channel_7,Music,2023-02-05 00:00:00,17248371,1561974,173964,165,Canada,Yes,10.66
VID_842,Trending Video 842,Channel_506,Sports,2023-02-05 01:00:00,49739850,1115082,79333,2555,Pakistan,Yes,13.73
VID_843,Trending Video 843,Channel_380,Gaming,2023-02-05 02:00:00,36881835,1148209,102814,1738,Canada,Yes,4.39
VID_844,Trending Video 844,Channel_483,Music,2023-02-05 03:00:00,41560250,1035997,81661,992,India,No,14.05
VID_845,Trending Video 845,Channel_559,Music,2023-02-05 04:00:00,1519501,300926,206109,964,USA,Yes,3.08
VID_846,Trending Video 846,Channel_417,Music,2023-02-05 05:00:00,19230479,1531409,188979,734,UK,No,12.24
VID_847,Trending Video 847,Channel_273,Sports,2023-02-05 06:00:00,43952262,1385781,11298,3493,Australia,Yes,1.77
VID_848,Trending Video 848,Channel_294,News,2023-02-05 07:00:00,29697762,71826,284935,2991,USA,Yes,8.29
VID_849,Trending Video 849,Channel_485,Sports,2023-02-05 08:00:00,18737894,688467,213674,2625,UK,Yes,9.6
VID_850,Trending Video 850,Channel_287,Entertainment,2023-02-05 09:00:00,41422577,688080,170906,348,India,Yes,13.25
VID_851,Trending Video 851,Channel_494,News,2023-02-05 10:00:00,22908293,1616918,282439,1636,Australia,Yes,5.35
VID_852,Trending Video 852,Channel_687,Vlogs,2023-02-05 11:00:00,24926176,1229948,219696,2501,UK,No,6.06
VID_853,Trending Video 853,Channel_90,Tech,2023-02-05 12:00:00,46926570,365704,165756,2819,USA,Yes,11.49
VID_854,Trending Video 854,Channel_672,Sports,2023-02-05 13:00:00,8356525,1273056,270393,1791,Canada,Yes,4.24
VID_855,Trending Video 855,Channel_759,Vlogs,2023-02-05 14:00:00,5592287,1454486,249074,3367,Australia,Yes,1.99
VID_856,Trending Video 856,Channel_782,News,2023-02-05 15:00:00,33284996,1123188,36413,3387,Canada,Yes,14.77
VID_857,Trending Video 857,Channel_218,Sports,2023-02-05 16:00:00,17526481,1063333,130943,1133,Australia,Yes,14.07
VID_858,Trending Video 858,Channel_712,Sports,2023-02-05 17:00:00,40492843,120136,225272,1924,Australia,Yes,1.15
VID_859,Trending Video 859,Channel_102,Sports,2023-02-05 18:00:00,14853041,1072373,251077,363,India,Yes,1.41
VID_860,Trending Video 860,Channel_275,Entertainment,2023-02-05 19:00:00,889281,1112765,85120,1824,India,Yes,2.37
VID_861,Trending Video 861,Channel_510,Sports,2023-02-05 20:00:00,21835516,1144406,176801,1977,Australia,Yes,4.81
VID_862,Trending Video 862,Channel_704,Sports,2023-02-05 21:00:00,15675015,1684396,174280,1817,Canada,Yes,11.33
VID_863,Trending Video 863,Channel_766,Vlogs,2023-02-05 22:00:00,18096736,220814,207919,1681,USA,Yes,7.81
VID_864,Trending Video 864,Channel_371,Entertainment,2023-02-05 23:00:00,5810303,6576,219699,2954,UK,Yes,8.29
VID_865,Trending Video 865,Channel_757,Vlogs,2023-02-06 00:00:00,18482428,219844,246803,686,India,Yes,5.54
VID_866,Trending Video 866,Channel_113,Education,2023-02-06 01:00:00,28180616,835951,77072,772,Australia,No,4.99
VID_867,Trending Video 867,Channel_701,Education,2023-02-06 02:00:00,49466716,1164,163657,2577,Australia,No,6.76
VID_868,Trending Video 868,Channel_437,News,2023-02-06 03:00:00,26983416,517263,10547,3249,Pakistan,Yes,1.51
VID_869,Trending Video 869,Channel_757,Tech,2023-02-06 04:00:00,34352319,995644,245530,40,India,Yes,6.5
VID_870,Trending Video 870,Channel_77,News,2023-02-06 05:00:00,17561404,1268325,270109,446,Australia,No,9.55
VID_871,Trending Video 871,Channel_182,Entertainment,2023-02-06 06:00:00,42868682,1831346,151920,1834,Australia,Yes,5.32
VID_872,Trending Video 872,Channel_164,Tech,2023-02-06 07:00:00,24605330,330386,257764,1385,Pakistan,Yes,2.6
VID_873,Trending Video 873,Channel_316,Music,2023-02-06 08:00:00,24138300,1327750,69287,117,Canada,Yes,9.22
VID_874,Trending Video 874,Channel_256,Music,2023-02-06 09:00:00,28843587,1469669,229345,716,USA,No,8.66
VID_875,Trending Video 875,Channel_389,Gaming,2023-02-06 10:00:00,25774166,911739,212464,2452,Pakistan,No,13.74
VID_876,Trending Video 876,Channel_287,Entertainment,2023-02-06 11:00:00,40414283,120984,204986,1988,India,Yes,9.63
VID_877,Trending Video 877,Channel_374,Sports,2023-02-06 12:00:00,6216146,1559911,88871,1766,India,Yes,1.05
VID_878,Trending Video 878,Channel_340,Vlogs,2023-02-06 13:00:00,8542438,1070454,23147,457,Australia,Yes,10.72
